_id,channel,text,date
6579a3c0316b8a2a5b0c0831,BinancePumpTracker,Breaking: VanEck Updates Spot Bitcoin ETF Filing With “HODL” Ticker  https://coingape.com/vaneck-updates-spot-bitcoin-etf-filing-with-hodl-ticker/?utm_source=Telegram&utm_medium=Binance,2023-12-10T07:17:58.000Z
6579a3c0316b8a2a5b0c0832,BinancePumpTracker,#QI 👈  \nCall given here\nHit 38\nAll Target done ✅ \n81% safe profit  \nIf you invested 1 btc it's now 1.81 btc now 🤑🤑\nSignal before pump @ low level\nAlways trade with us for max profit 😊🤑💃Chk pinned to join👀\nWe are best pump tracker 🤑,2023-12-10T03:12:27.000Z
6579a3c0316b8a2a5b0c0833,BinancePumpTracker,🥰🥰🥰🥰🥰😇 👈 ⭐\n\nhttps://www.binance.com/en/trade/STEEM_BTC\n\nBuying Zone 605-610 🟥\n                 👆\n\nHighly Pumpable Coin ..Buy in parts only ✨\nNot pumped hard yet...We are expecting a bull run in this coin in coming days 🟥\n\nSell\n\n🤑650-670\n🤑 670-730\n🤑 730-790\n🚀 790-850  & above\nBullish above 590🔼,2023-12-09T13:59:57.000Z
6579a3c0316b8a2a5b0c0834,BinancePumpTracker,#QI 👈  \nCall given here\nHit 25 exactly first selling upper range \nTarget 1 done ✅ \n20% safe profit  \nIf you invested 1 btc it's now 1.2 btc now 🤑🤑\nSignal before pump @ low level\nAlways trade with us for max profit 😊🤑💃\nWe are best pump tracker 🤑,2023-12-07T00:05:56.000Z
6579a3c0316b8a2a5b0c0835,BinancePumpTracker,#ADX 👈  \nCall given here\nHit 515 🟢\nTarget 1 done ✅\n17% safe profit💲on spot\nIf you invested 1 btc it's now 1.17 btc now 🤑🤑\nAlways trade with us for max profit 😊🤑💃,2023-12-03T17:21:47.000Z
6579a3c0316b8a2a5b0c0836,BinancePumpTracker,Coinbase Announces Polygon (MATIC) And Bitcoin Cash (BCH) Perpetuals https://coingape.com/coinbase-announces-polygon-matic-and-bitcoin-cash-bch-perpetuals/?utm_source=Telegram&utm_medium=Binance,2023-12-03T09:23:02.000Z
6579a3c0316b8a2a5b0c0837,BinancePumpTracker,SEC Chair Gary Gensler Hinted At Spot Bitcoin ETF Approval? Speculates Bloomberg Analyst https://coingape.com/sec-chair-gary-gensler-hinted-at-spot-bitcoin-etf-approval-speculates-bloomberg-analyst/?utm_source=Telegram&utm_medium=Binance,2023-11-30T14:41:20.000Z
6579a3c0316b8a2a5b0c0838,BinancePumpTracker,#QI\n\nhttps://www.binance.com/en/trade/QI_BTC\n\nBuying Zone 21-22\n\nSell\n\n🤑 24-25\n🤑 25-27\n🤑 27 - 30\n🤑 30- 33\n🚀 33 - 36 & above\nBullish above 20,2023-11-28T17:55:44.000Z
6579a3c0316b8a2a5b0c0839,BinancePumpTracker,#CTXC x5 coin 👈  ✨\nOn rampage 🔼🔼🔼\nCall given here\nHit 998\nAll Targets done✅\n129% safe profit \nIf you invested 1 btc it's now 2.29 btc now 🤑🤑✨for spot traders\nSignal before pump @ low level\nAlways trade with us for max profit 😊🤑💃\nWe are best pump tracker 🤑,2023-11-27T00:02:50.000Z
6579a3c0316b8a2a5b0c083a,BinancePumpTracker,#SUPER 👈  ✨\nCall given here\nHit 1378\nAll Targets done ✅\n346% safe profit 🤑\nIf you invested 1 btc it's now 4.46 btc now 🤑🤑✨for spot traders\nSignal before pump @ low level\nAlways trade with us for max profit 😊🤑💃\nWe are best pump tracker 🤑,2023-11-26T14:46:52.000Z
6579a3c0316b8a2a5b0c083b,CryptoInsideEN,"Chainlink Staking Program Quickly Pulls in $600M, Hitting Limit\n\nChainlink, the biggest blockchain data-oracle project, saw a powerful uptake for its expanded crypto-staking program, pulling in over $632 million worth of its LINK tokens and filling up to the limit just six hours after the start of an early-access period, the company said in a press release. The ""V0.2"" community staking mechanism opened for early access from 12 p.m. ET, and within 30 minutes, some 32.8 million LINK had been staked; six hours later, the community pool had hit the new, higher capacity of 40.875 million LINK.\n\nThe price of LINK was up by 12% over the past 24 hours to $16.72, according to CoinDesk data. Overall, the expanded staking pool capacity is 45 million LINK, up from 25 million under v0.1, a figure that includes the community pool allocation as well as a separate node operator pool. According to a Chainlink spokesman, there are currently 1.8 million LINK in the node operator pool, out of a capacity of 4.125 million. Chainlink staking enables node operators - which help engineers fetch external data - and community members to support the performance of oracle services with staked LINK. People can also earn rewards. ""Staking v0.2 introduces important new security features and sets the system up for even further growth in the year to come,"" Chainlink co-founder Sergey Nazarov said in a press release.",2023-12-12T16:45:09.000Z
6579a3c0316b8a2a5b0c083c,CryptoInsideEN,"🪙 Over $600M Locked in Open Dogecoin Futures as DOGE Price Hits Highest Since April\n\nBitcoin's recent rapid rally has revived risk-taking in the crypto market, spurring investors to pour money into non-serious cryptocurrencies like dogecoin (DOGE), which was created as a joke 10 years ago. DOGE, the world's leading meme cryptocurrency, has gained over 10% in the past 24 hours to trade above $0.10 for the first time since April, according to data tracked by TradingView. The prices has gained 27% in seven days, seemingly tracking bitcoin's surge to $44,000 from $38,000.\n\nThe notional open interest – or the dollar value locked in the number of active futures and perpetual futures contracts – tied to DOGE has risen by 58% to $625 million in one week, reaching the highest since Nov. 2, 2022, according to data source CoinGlass. That increase, alongside a rising price, is said to confirm the uptrend. Funding rates on several exchanges have surged to an annualized 50% or more, indicating a steep premium in perpetual futures relative to spot prices, Velo Data data show. Positive rates indicate investor preference for long, or bullish, bets and reflect collective optimism that prices will likely increase. In other words, they behave as leveraged plays on the largest cryptocurrency.",2023-12-08T09:48:04.000Z
6579a3c0316b8a2a5b0c083d,CryptoInsideEN,"Bitcoin Eyes $40K as $1B in BTC Withdrawals Suggests Bullish Mood\n\nThe case for a continued rally in bitcoin (BTC) to $40,000 and higher by the year-end has strengthened, with centralized exchanges recently witnessing a sizeable exodus of coins. The outflow likely represents a bias for a long-term holding strategy, although some of it could have stemmed from Binance's guilty plea. The bias for holding means strong demand and weakening sell-side pressure in the market amid euphoria from an expected launch of a spot exchange-traded fund (ETF) in the U.S.\n\nExchange outflows have historically marked local price lows, supporting expectations of a medium-term price rise. BTC traded above the $38,800 mark early Friday, leading to gains in the broader crypto market, with some major tokens jumping as much as 5% in the past 24 hours. ""The Federal Reserve has paused its rate hiking cycle and central banks around the world are following,"" Anthony Rousseau, head of brokerage at TradeStation, told CoinDesk in an email. ""It's plausible to believe we have reached the heights of this tightening cycle. For risk assets to get a sustained bid we will need to see a path forward with lower rates and an end to Quantitative Tightening.""",2023-12-03T05:37:06.000Z
6579a3c0316b8a2a5b0c083e,CryptoInsideEN,"Bitcoin spot ETF anticipation fuels largest crypto fund inflows for two years: CoinShares\n\nCrypto fund inflows at asset managers such as 21Shares, CoinShares, Bitwise, Grayscale and ProShares added $346 million last week, the largest jump since the bull market of late 2021, according to CoinShares’ latest report. Last week's addition nearly doubled the $176 million registered in the prior week, compounding a nine-week consecutive run and bringing year-to-date inflows to over $1.5 billion. The surge was fueled by anticipation of a U.S.-based spot bitcoin ETF, CoinShares.\n\nBitcoin investment products accounted for $312 million of the total inflows last week, while short-sellers ""continue to capitulate,"" Butterfill added, with short bitcoin funds seeing a third week of outflows totaling just under $1 million and AUM falling over 60% since a peak in April. ETPs now account for 18% of total spot bitcoin trading volume, well above average, highlighting their growing popularity among investors seeking exposure to digital assets, Butterfill noted. Ether investment products added $34 million last week to a run totaling over $100 million. The four-week inflow streak has almost fully corrected outflows for the year, marking a decisive turn-around in sentiment, Butterfill said.",2023-11-28T14:06:21.000Z
6579a3c0316b8a2a5b0c083f,CryptoInsideEN,"Holders Of Islamic Coin Are Expecting New Listings This Year After The First Listing On KuCoin Over 30 Days Ago\n\nISLM is now successfully listed on KuCoin, but the team also announced that KuCoin is only a kickstarter and soon there will be listings on other top-tier exchangers, which will bring new liquidity to the coin and might improve the price of the token. Recently Islamic Coin has secured $200M from private investments and another $200M from ABO Digital.\n\nThe coin is backed by top names in finance and UAE Royal Family members on Executive Board. In addition, partnerships with SushiSwap and Pyypl will help further expand Islamic Coin's ecosystem, providing liquidity and staking assets, and setting the stage for lucrative token mining opportunities. The coin has the biggest Twitter account among crypto Muslim community with 1.3M followers and the potential audience of over 2 billion holders. Developers believe that if at least 3% of this audience holds ISLM token, the capitalization will be comparable to BTC. Islamic Coin recently won «Best Blockchain Infrastructure of the Year» at TahawulTech’s Future Enterprise Awards 2023. Islamic Coin could disrupt the $2 trillion Islamic financial market and if you want to be a part of it - check KuCoin and secure ISLM now.",2023-11-27T11:44:17.000Z
6579a3c0316b8a2a5b0c0840,CryptoInsideEN,"BNB UPDATE\n\nDespite the fact that CZ is trying his best to protect and reinforce BNB by announcing token burning and new project Neutron on the Binance Launchpad.. \n\nBinance Coin doesn't react positively. A descending triangle (bearish pattern) is still forming on the chart which is a sign of high sell pressure and weakness from the bulls' side. \n\nChances of breaking the $200 support are quite high. If it happens, we will see $180 in no time. Good SHORT opportunity.",2023-11-25T12:25:20.000Z
6579a3c0316b8a2a5b0c0841,CryptoInsideEN,"BitGo CEO expects further complications before a Bitcoin ETF can hit market\n\nIn a recent interview with Bloomberg TV, BitGo CEO Mike Belshe expressed a cautious outlook on the approval of spot Bitcoin exchange-traded funds (ETFs) by the U.S. SEC. Belshe’s optimism regarding the potential approval of a spot Bitcoin ETF was accompanied by a dose of realism, indicating that the path to approval might encounter additional hurdles.\n\nThe key concern highlighted by Belshe revolves around market structure issues, specifically the SEC’s insistence on the separation of exchange and custody roles. This issue has been contentious in various applications, particularly those involving Coinbase custody. Belshe noted that the SEC’s emphasis on market structure is not unprecedented, citing the existing separation of exchanges from custody in other markets like the CFTC market structure and equities markets. He also suggested aligning with this separation model would benefit the crypto market. SEC will demand a complete separation of these functions before approving the applications.",2023-11-21T19:37:41.000Z
6579a3c0316b8a2a5b0c0842,CryptoInsideEN,"Bitcoin price spikes $800 on claims SEC is engaging with exchanges over spot ETFs\n\nThe price of bitcoin spiked by $800 immediately following a report that the U.S. Securities and Exchange Commission has been interacting with exchanges in relation to numerous spot bitcoin ETF applications.  ""Hearing chatter SEC’s Trading & Markets engaged with exchanges this week on spot bitcoin ETF 19b-4s, is advising them they'd like the ETFs to do cash creates (vs in-kind), and has asked them to get in amendments in next couple weeks,"" wrote Eric Balchunas.\n\nBalchunas noted that cash creates make sense because they reduce limitations on broker dealers. He said that a few bitcoin ETF applications had planned this already while the remainder had chosen to go for in-kind. ""Anyway, this doesn’t change our 90% odds up or down but is good sign the process marching and SEC has a path [forward] in the plumbing that they are comfortable with,"" he added. The price of bitcoin surged from roughly $36,000 to $36,800 in just minutes following the post before settling down, according to The Block's Price Page.  ""Nothing groundbreaking. Nothing changes. But shows progress is still happening and things moving forward,"" noted fellow Bloomberg Intelligence ETF Research Analyst James Seyffart on X.",2023-11-19T15:05:35.000Z
6579a3c1316b8a2a5b0c0843,CryptoInsideEN,"Near Foundation and Polygon Labs Partner to Build Zero-Knowledge 'Prover' for WASM Chains\n\nNear Foundation, the organization supporting the development of the NEAR ecosystem, has partnered with Polygon Labs to “build a zero-knowledge (ZK) prover for Webassembly (WASM) blockchains or zkWASM for short.” According to a joint press release, the two entities’ zkWASM prover, which is set to be launched in 2024, is positioned “to lead the market among other wasm provers.” WASM chains using this prover, the settling of transactions will be more efficient and cost-effective with maximum security guarantees.\n\n“We are proud to collaborate with NEAR on this exciting research initiative to further drive the development and adoption of ZK technology. The zkWASM prover maximizes developer customizability, which means projects will be able to select from a number of provers when building with CDK, whether that’s launching or migrating an EVM [Ethereum Virtual Machine] chain, or building a WASM chain for closer Ethereum alignment and access to liquidity.” As explained in the press release, the availability of a zkWASM prover means NEAR validators will significantly simplify validator requirements which in turn leads to “better scalability and increased decentralization for the NEAR Protocol.”",2023-11-15T21:49:22.000Z
6579a3c1316b8a2a5b0c0844,CryptoInsideEN,"Michael Saylor’s Massive Bitcoin Bet Crosses $1B in Unrealized Profit\n\nThe surging price of bitcoin (BTC) has pushed the asset’s largest public holder, business software company MicroStrategy (MSTR), to unrealized gains of over $1.1 billion, 25% more than their cumulative investment. Bitcoin holdings at the company founded by Executive Chairman Michael Saylor, who often tweets his support for the largest cryptocurrency, reached $5.7 billion late on Thursday as the price crossed $37,000 for the first time since May 2022. The company holds over 158,000 bitcoins.\n\nThe company holds over 158,000 bitcoins, a position it acquired over a three-year period by investing company funds and proceeds from bond sales. The value of the holdings is now equal to over 80% of MicroStrategy’s $7.1 billion stock market capitalization. The cost for these holdings is a cumulative $4.6 billion, data from Bitcoin Treasuries show. That's more than 10 times larger than the next biggest institutional holder, bitcoin miner Marathon Digital, which has 13,000 bitcoins worth $500 million at current prices. MicroStrategy’s most recent publicly known purchases came in the weeks ahead of Sept. 24, when it added 5,445 bitcoins for just under $150 million, or an average price of $27,053 each.",2023-11-12T18:00:51.000Z
6579a3c1316b8a2a5b0c0845,FedRussianInsiders,TOP 50 HEATMAP UPDATE VIP\n--------------------\nFed. Russian Insiders®,2023-12-13T11:02:40.000Z
6579a3c1316b8a2a5b0c0846,FedRussianInsiders,"VIP Exclusive Trade ID: #R359🤫\n\n✅For VIP, message t.me/DmitriFRI ✅`",2023-12-13T07:42:48.000Z
6579a3c1316b8a2a5b0c0847,FedRussianInsiders,"$BTC VIP Analysis\nDecember 13th, 2023\n-------------------\nBIAS: \nMid-Term: BULLISH\nShort-Term: Bullish\n--------------------\nThe price action successfully got rejected after getting bounced back from its Horizontal Resistance region marked between the $42165 - $42001 level. \n\nCurrently, the price action is consolidating in a compression level where it's forming out the lower highs level however failing to print the further lower lows level. \n--------------------\nMAIN INTEREST LEVELS \n\n⬇️SHORT⬇️  \n$41,500\n\n⬆️LONG⬆️\n$40,987 \n\nPREDICTED DAILY RANGE\n$40,577 - $41,500 \n--------------------\nVIP ACTION PLAN\n\n[VIP EXCLUSIVE CONTENT]\n--------------------\nYours truly,\nFederal Russian Insiders®",2023-12-13T06:30:24.000Z
6579a3c1316b8a2a5b0c0848,FedRussianInsiders,Daily Sentiment Analysis\n--------------------\nFed. Russian Insiders®,2023-12-13T05:02:28.000Z
6579a3c1316b8a2a5b0c0849,FedRussianInsiders,"$LTC UPDATE VIP\n--------------------\n🧊 The number of active #Litecoin $LTC addresses hitting a new all-time high of over 1.4 million addresses on December 8th\n--------------------\nWe told you first,\nFed. Russian Insiders®",2023-12-13T03:02:43.000Z
6579a3c1316b8a2a5b0c084a,FedRussianInsiders,"VIP Trade ID: #R333\nPair: $CELR/USDT (Binance, ByBit)\nDirection: ⬆️LONG\n--------------------\n✅Target 1 - 0.01483\n✅Target 2 - 0.0150\n✅Target 3 - 0.0155\n✅Target 4 - 0.0160\n✅Target 5 - 0.0165\n✅Target 6 - 0.0170\n✅Target 7 - 0.0175\n✅Target 8 - 0.0183\n✅Target 9 - 0.0191\n\nProfit: 151.45% (5x Lev) 🔥🔥\n\nJoin our VIP family today and never miss another winning trade, \nMessage t.me/DmitriFRI\n--------------------\nYours truly,\nFed. Russian Insiders®",2023-12-13T01:03:31.000Z
6579a3c1316b8a2a5b0c084b,FedRussianInsiders,$CELR 🔥🔥,2023-12-13T01:02:12.000Z
6579a3c1316b8a2a5b0c084c,FedRussianInsiders,Today’s Crypto F/G (Fear and Greed) Index\n--------------------\nFed. Russian Insiders®,2023-12-12T23:02:59.000Z
6579a3c1316b8a2a5b0c084d,FedRussianInsiders,"$TOTAL UPDATE VIP\n--------------------\nOn the weekly timeframe level, the price action of $ALTS Marketcap has filled out the FVG gap level and was rejected from its Horizontal Resistance level marked between the 1.664T - 1.603T Level.\n\nAs the price action after getting rejected from its Resistance level, the DOMINANCE is going down which further shows us decrease in the price of $ALTs price \n--------------------\nWe told you first,\nFed. Russian Insiders®",2023-12-12T21:02:13.000Z
6579a3c1316b8a2a5b0c084e,FedRussianInsiders,TOP 100 COINS RSI HEATMAP (4H)\n--------------------\nt.me/fedrussianinsiders,2023-12-12T17:02:17.000Z
6579a3c1316b8a2a5b0c084f,cryptosignalsandanalyse,INFORMATION: LONG BTCUSD on Bybit exchange using X50 Leverage with 10% of your deposit\n\nENTRY BETWEEN: 38530 - $38751\n\nTARGET POINTS:\n\n1) $38879 - 20%\n2) $38925 - 20%\n3) $38987 - 24%\n4) $39111 - 14%\n5) $39266 - 12%\n6) $39421 - 10%\n\nSTOP LOSS: $37950\nStart_Trade_With_BYBIT,2023-12-01T10:00:09.000Z
6579a3c1316b8a2a5b0c0850,cryptosignalsandanalyse,INFORMATION: LONG BTCUSD on Bybit exchange using X50 Leverage with 10% of your deposit\n\nENTRY BETWEEN: 38530 - $38751\n\nTARGET POINTS:\n\n1) $38879 - 20%\n2) $38925 - 20%\n3) $38987 - 24%\n4) $39111 - 14%\n5) $39266 - 12%\n6) $39421 - 10%\n\nSTOP LOSS: $37950\nStart_Trade_With_BYBIT,2023-12-01T10:00:07.000Z
6579a3c1316b8a2a5b0c0851,cryptosignalsandanalyse,INFORMATION: SHORT BTCUSD on Bybit exchange using X50 Leverage with 10% of your deposit\n\nENTRY BETWEEN: 36891 - $37102\n\nTARGET POINTS:\n\n1) $36769 - 20%\n2) $36725 - 20%\n3) $36666 - 24%\n4) $36548 - 14%\n5) $36400 - 12%\n6) $36252 - 10%\n\nSTOP LOSS: $37655\nStart_Trade_With_BYBIT,2023-11-28T06:00:13.000Z
6579a3c1316b8a2a5b0c0852,cryptosignalsandanalyse,INFORMATION: SHORT BTCUSD on Bybit exchange using X50 Leverage with 10% of your deposit\n\nENTRY BETWEEN: 36891 - $37102\n\nTARGET POINTS:\n\n1) $36769 - 20%\n2) $36725 - 20%\n3) $36666 - 24%\n4) $36548 - 14%\n5) $36400 - 12%\n6) $36252 - 10%\n\nSTOP LOSS: $37655\nStart_Trade_With_BYBIT,2023-11-28T06:00:10.000Z
6579a3c1316b8a2a5b0c0853,cryptosignalsandanalyse,INFORMATION: SHORT BTCUSD on Bybit exchange using X50 Leverage with 10% of your deposit\n\nENTRY BETWEEN: 36924 - $37135\n\nTARGET POINTS:\n\n1) $36802 - 20%\n2) $36758 - 20%\n3) $36699 - 24%\n4) $36581 - 14%\n5) $36433 - 12%\n6) $36285 - 10%\n\nSTOP LOSS: $37689\nStart_Trade_With_BYBIT,2023-11-27T14:00:07.000Z
6579a3c1316b8a2a5b0c0854,cryptosignalsandanalyse,INFORMATION: SHORT BTCUSD on Bybit exchange using X50 Leverage with 10% of your deposit\n\nENTRY BETWEEN: 36924 - $37135\n\nTARGET POINTS:\n\n1) $36802 - 20%\n2) $36758 - 20%\n3) $36699 - 24%\n4) $36581 - 14%\n5) $36433 - 12%\n6) $36285 - 10%\n\nSTOP LOSS: $37689\nStart_Trade_With_BYBIT,2023-11-27T14:00:06.000Z
6579a3c1316b8a2a5b0c0855,cryptosignalsandanalyse,INFORMATION: LONG BTCUSD on Bybit exchange using X50 Leverage with 10% of your deposit\n\nENTRY BETWEEN: 37000 - $37300\n\nTARGET POINTS:\n\n1) $37500 - 20%\n2) $37700 - 20%\n3) $37900 - 24%\n4) $38150 - 14%\n5) $38400 - 12%\n6) $38800 - 10%\n\nSTOP LOSS: $36700\n\n@ᶜʳʸᵖᵗᵒˡᵉᵃᵏˢᶻ\nStart_Trade_With_BYBIT,2023-11-22T19:40:03.000Z
6579a3c1316b8a2a5b0c0856,cryptosignalsandanalyse,INFORMATION: LONG BTCUSD on Bybit exchange using X50 Leverage with 10% of your deposit\n\nENTRY BETWEEN: 37000 - $37300\n\nTARGET POINTS:\n\n1) $37500 - 20%\n2) $37700 - 20%\n3) $37900 - 24%\n4) $38150 - 14%\n5) $38400 - 12%\n6) $38800 - 10%\n\nSTOP LOSS: $36700\n\n@ᶜʳʸᵖᵗᵒˡᵉᵃᵏˢᶻ\nStart_Trade_With_BYBIT,2023-11-22T19:40:02.000Z
6579a3c1316b8a2a5b0c0857,cryptosignalsandanalyse,INFORMATION: SHORT BTCUSD on Bybit exchange using X50 Leverage with 10% of your deposit\n\nENTRY BETWEEN: 36462 - $36670\n\nTARGET POINTS:\n\n1) $36341 - 20%\n2) $36297 - 20%\n3) $36239 - 24%\n4) $36122 - 14%\n5) $35976 - 12%\n6) $35830 - 10%\n\nSTOP LOSS: $37217\nStart_Trade_With_BYBIT,2023-11-22T16:00:12.000Z
6579a3c1316b8a2a5b0c0858,cryptosignalsandanalyse,INFORMATION: SHORT BTCUSD on Bybit exchange using X50 Leverage with 10% of your deposit\n\nENTRY BETWEEN: 36462 - $36670\n\nTARGET POINTS:\n\n1) $36341 - 20%\n2) $36297 - 20%\n3) $36239 - 24%\n4) $36122 - 14%\n5) $35976 - 12%\n6) $35830 - 10%\n\nSTOP LOSS: $37217\nStart_Trade_With_BYBIT,2023-11-22T16:00:12.000Z
6579a3c1316b8a2a5b0c0859,CryptoCoinPostICO,"The market capitalization of the industry's largest stablecoin, USDT, has surpassed $90 billion for the first time. This indicates serious demand for the token along with the desire of investors to transfer their fiat currencies into digital assets.\n\nWell, Tether is a giant, you can’t argue with that.",2023-12-05T13:28:05.000Z
6579a3c1316b8a2a5b0c085a,CryptoCoinPostICO,BitMEX Announces Terra Classic (LUNC) Perpetual Contract Listing After USTC https://coingape.com/bitmex-announces-terra-classic-lunc-perpetual-contract-listing-after-ustc/?utm_source=Telegram&utm_medium=Mike,2023-12-05T13:15:14.000Z
6579a3c1316b8a2a5b0c085b,CryptoCoinPostICO,"The Bitcoin Investors' Fear and Greed Index has once again exceeded the 70-point level. Today's result is 72 points out of 100, which indicates a relatively good situation for capital holders.\n\nPay attention to the graph of the index for three months. Its growth over the last thirty days is more than obvious.",2023-11-30T06:52:17.000Z
6579a3c1316b8a2a5b0c085c,CryptoCoinPostICO,This week saw the largest outflow of USDT stablecoin from the Binance crypto exchange in the last three months. The indicator exceeded the mark of 104 million dollars per day.,2023-11-25T12:52:18.000Z
6579a3c1316b8a2a5b0c085d,CryptoCoinPostICO,ECB Warns of Overvaluation Risks Amid AI Surge in Financial Markets https://coingape.com/ecb-warns-overvaluation-risks-amid-ai-surge-financial-markets/?utm_source=Telegram&utm_medium=Mike,2023-11-25T12:49:31.000Z
6579a3c1316b8a2a5b0c085e,CryptoCoinPostICO,"Yesterday, the average transaction fee in the Bitcoin network amounted to the equivalent of $8.6. As you can see from the graph, now the level of commissions in BTC is in the zone of its maximum for six months.",2023-11-17T07:47:10.000Z
6579a3c1316b8a2a5b0c085f,CryptoCoinPostICO,"Breaking: BlackRock Files For Spot Ethereum ETF, ETH Price To Rally?  https://coingape.com/blackrock-files-for-spot-ethereum-etf-eth-price-to-rally/?utm_source=Telegram&utm_medium=Mike",2023-11-17T07:45:53.000Z
6579a3c1316b8a2a5b0c0860,CryptoCoinPostICO,"Poloniex losses due to yesterday's hack exceeded $124 million 😱\n\nPoloniex team froze some of the assets associated with the hacker's addresses. They called the damage caused non-critical and promised to compensate users for their losses.\n\nJustin Sun offered the hacker a 5% reward for the return of stolen funds. If he doesn't return them within 7 days, law enforcement agencies will be involved.",2023-11-11T16:15:00.000Z
6579a3c1316b8a2a5b0c0861,CryptoCoinPostICO,"Ripple Eyes Over $150 Mln Deduction In SEC Fine, Here’s Why https://coingape.com/ripple-eyes-over-150-mln-deduction-in-sec-fine-here-why/?utm_source=Telegram&utm_medium=Mike",2023-11-11T15:15:32.000Z
