_id,channel,title,text,date
658018b6112383a507ac907e,WSJ.com: Markets,Sale of Silicon Valley Bank's Old Venture Capital Arm Hits a Snag,Creditors including Pimco and Davidson Kempner may wind up taking over SVB’s roughly $10 billion venture capital business.,"Fri, 15 Dec 2023 13:44:00 -0500"
658018b6112383a507ac907f,WSJ.com: Markets,E-Signature Company DocuSign Explores a Deal,Suitors for the $11 billion company could include private equity and technology firms.,"Fri, 15 Dec 2023 13:42:00 -0500"
658018b6112383a507ac9080,WSJ.com: Markets,The Man at the Center of America's Biggest Insurance Crisis,"Ricardo Lara said climate change was a threat in California, then insurers fled the state.","Fri, 15 Dec 2023 09:00:00 -0500"
658018b6112383a507ac9081,WSJ.com: Markets,Banks Might Come to Miss Higher Rates,"Falling rates will help banks’ bond portfolios, but also pressure income as higher deposit costs linger.","Fri, 15 Dec 2023 08:14:00 -0500"
658018b6112383a507ac9082,WSJ.com: Markets,Convenience Stores Would Rather Sell You Pizza Instead of Gas,Chains such as Circle K and Casey’s General Stores are seeing appetizing margins from selling food,"Fri, 15 Dec 2023 05:30:00 -0500"
658018b6112383a507ac9083,WSJ.com: Markets,Charter Schools Get Squeezed in Retreat From Low-Rated Debt,A slowdown could add to pressure on a sector facing belt-tightening.,"Fri, 15 Dec 2023 05:30:00 -0500"
658018b6112383a507ac9084,WSJ.com: Markets,Markets Are Rallying. How to Make the Most of Them.,Bonds haven’t gained nearly as much as stocks this year. Put losses to work now to cut your taxes.,"Fri, 15 Dec 2023 05:30:00 -0500"
658018b6112383a507ac9085,WSJ.com: Markets,Don't Buy China's November Recovery,"China’s economic data is a mess, so strong growth figures for November should be viewed skeptically.","Fri, 15 Dec 2023 04:56:00 -0500"
658018b6112383a507ac9086,WSJ.com: Markets,The Road to China-Free Supply Chains Is Long. Warning: Legless Lizards Ahead.,Companies trying to break the grip on rare-earth magnets—a crucial ingredient in modern technology—are encountering unusual hurdles.,"Fri, 15 Dec 2023 00:00:00 -0500"
658018b6112383a507ac9087,WSJ.com: Markets,"Blackstone, Canada Pension Plan in $1.2 Billion Joint Venture With FDIC","Two units of Blackstone Real Estate Debt Strategies, Blackstone Real Estate Income Trust, Canada Pension Plan Investment Board and funds affiliated with Rialto Capital entered a newly formed joint venture with the FDIC.","Thu, 14 Dec 2023 18:10:00 -0500"
658019ec112383a507ac9088,"""when:24h allinurl:bloomberg.com"" - Google News",Watch Asia Xmas 2023-MALDIVIAN PRESIDENT MOHAMED MUIZZU - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy92aWRlb3MvMjAyMy0xMi0xOC9hc2lhLXhtYXMtMjAyMy1tYWxkaXZpYW4tcHJlc2lkZW50LW1vaGFtZWQtbXVpenp10gEA?oc=5"" target=""_blank"">Watch Asia Xmas 2023-MALDIVIAN PRESIDENT MOHAMED MUIZZU</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 08:26:41 GMT"
658019ec112383a507ac9089,"""when:24h allinurl:bloomberg.com"" - Google News","FTSE 100 Live: What's Moving UK Markets, Right Now - Bloomberg","<a href=""https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9saXZlLWJsb2cvMjAyMy0xMi0xOC93aGF0LXMtbW92aW5nLXVrLW1hcmtldHMtcmlnaHQtbm93LW1hcmtldHMtdG9kYXnSAQA?oc=5"" target=""_blank"">FTSE 100 Live: What's Moving UK Markets, Right Now</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 08:01:16 GMT"
658019ec112383a507ac908a,"""when:24h allinurl:bloomberg.com"" - Google News",Equity Returns: Pivot Profits Have Already Been Made - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vb3Bpbmlvbi9hcnRpY2xlcy8yMDIzLTEyLTE4L2VxdWl0eS1yZXR1cm5zLXBpdm90LXByb2ZpdHMtaGF2ZS1hbHJlYWR5LWJlZW4tbWFkZdIBAA?oc=5"" target=""_blank"">Equity Returns: Pivot Profits Have Already Been Made</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 05:07:14 GMT"
658019ec112383a507ac908b,"""when:24h allinurl:bloomberg.com"" - Google News",Goldman's Kostin Lifts S&P 500 Forecast a Month After Setting It - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE4L2dvbGRtYW4tcy1rb3N0aW4tbGlmdHMtcy1wLTUwMC1mb3JlY2FzdC1hLW1vbnRoLWFmdGVyLXNldHRpbmctaXTSAQA?oc=5"" target=""_blank"">Goldman's Kostin Lifts S&amp;P 500 Forecast a Month After Setting It</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 09:31:04 GMT"
658019ec112383a507ac908c,"""when:24h allinurl:bloomberg.com"" - Google News","Goldman Ramps Up Credit Business in India, Targets Rich Diaspora - Bloomberg","<a href=""https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE4L2dvbGRtYW4tcmFtcHMtdXAtY3JlZGl0LWJ1c2luZXNzLWluLWluZGlhLXRhcmdldHMtcmljaC1kaWFzcG9yYdIBAA?oc=5"" target=""_blank"">Goldman Ramps Up Credit Business in India, Targets Rich Diaspora</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 05:05:15 GMT"
658019ec112383a507ac908d,"""when:24h allinurl:bloomberg.com"" - Google News","Joe Biden’s Security Motorcade Involved in Collision in Wilmington, Delaware - Bloomberg","<a href=""https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE4L3ByZXNpZGVudC1iaWRlbi1zLXNlY3VyaXR5LW1vdG9yY2FkZS1pbnZvbHZlZC1pbi1jb2xsaXNpb27SAQA?oc=5"" target=""_blank"">Joe Biden’s Security Motorcade Involved in Collision in Wilmington, Delaware</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 03:56:15 GMT"
658019ec112383a507ac908e,"""when:24h allinurl:bloomberg.com"" - Google News","Goldman, Hedge Funds See Dollar (USD) Weakening on Fed Rate Cut Cut Signal - Bloomberg","<a href=""https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE4L3VzZC1oZWRnZS1mdW5kcy10dXJuLWJlYXJpc2gtb24tZG9sbGFyLWFzLWdvbGRtYW4tc2Vlcy1tb3JlLWRlY2xpbmVz0gEA?oc=5"" target=""_blank"">Goldman, Hedge Funds See Dollar (USD) Weakening on Fed Rate Cut Cut Signal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 09:56:15 GMT"
658019ec112383a507ac908f,"""when:24h allinurl:bloomberg.com"" - Google News",UK Recession Risk Return With Data Signaling Possible Downgrade - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE4L3VrLXJlY2Vzc2lvbi1yaXNrLXJldHVybi13aXRoLWRhdGEtc2lnbmFsaW5nLXBvc3NpYmxlLWRvd25ncmFkZdIBAA?oc=5"" target=""_blank"">UK Recession Risk Return With Data Signaling Possible Downgrade</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 05:09:23 GMT"
658019ec112383a507ac9090,"""when:24h allinurl:bloomberg.com"" - Google News",Why Have Big Cybersecurity Hacks Surged in 2023? - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE3L2Nsb3JveC1ib2VpbmctbWdtLWFuZC1tb3JlLXdoeS1iaWctaGFja3MtaGF2ZS1zdXJnZWQtaW4tMjAyM9IBAA?oc=5"" target=""_blank"">Why Have Big Cybersecurity Hacks Surged in 2023?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 20:00:00 GMT"
658019ec112383a507ac9091,"""when:24h allinurl:bloomberg.com"" - Google News",Japanese Yen (JPY USD) Is Top Currency Pick for 2024 After Huge FX Flop - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE4L2phcGFuLXMteWVuLWlzLWEtdG9wLWN1cnJlbmN5LXBpY2stZm9yLTIwMjQtYWZ0ZXItaXRzLWh1Z2UtZmxvcC10aGlzLXllYXLSAQA?oc=5"" target=""_blank"">Japanese Yen (JPY USD) Is Top Currency Pick for 2024 After Huge FX Flop</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 08:10:44 GMT"
658019ec112383a507ac9092,"""when:24h allinurl:bloomberg.com"" - Google News",Five Things You Need to Know to Start Your Day - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTEyLTE3L2ZpdmUtdGhpbmdzLXlvdS1uZWVkLXRvLWtub3ctdG8tc3RhcnQteW91ci1kYXnSAQA?oc=5"" target=""_blank"">Five Things You Need to Know to Start Your Day</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 23:38:49 GMT"
658019ec112383a507ac9093,"""when:24h allinurl:bloomberg.com"" - Google News",Thailand Plans Global Bidding for $29 Billion Landbridge Project to Help Bypass Malacca Strait - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5ibG9vbWJlcmcuY29tL25ld3MvYXJ0aWNsZXMvMjAyMy0xMi0xOC90aGFpbGFuZC1wbGFucy1nbG9iYWwtYmlkZGluZy1mb3ItMjktYmlsbGlvbi1wcm9qZWN0LXRvLWJ5cGFzcy1tYWxhY2NhLXN0cmFpdNIBAA?oc=5"" target=""_blank"">Thailand Plans Global Bidding for $29 Billion Landbridge Project to Help Bypass Malacca Strait</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 03:55:18 GMT"
658019ec112383a507ac9094,"""when:24h allinurl:bloomberg.com"" - Google News",Taiwan Says Two Chinese Balloons Crossed Key Separating Line - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE4L3RhaXdhbi1zYXlzLXR3by1jaGluZXNlLWJhbGxvb25zLWNyb3NzZWQta2V5LXNlcGFyYXRpbmctbGluZdIBAA?oc=5"" target=""_blank"">Taiwan Says Two Chinese Balloons Crossed Key Separating Line</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 03:24:22 GMT"
658019ec112383a507ac9095,"""when:24h allinurl:bloomberg.com"" - Google News",Rupiah (IDR USD) Looks Set to Weaken Before Indonesia Elections - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE4L3J1cGlhaC1zLXJlc2lsaWVuY2UtcHV0LXRvLXRlc3QtYXMtaW5kb25lc2lhLWhlYWRzLWZvci1lbGVjdGlvbnPSAQA?oc=5"" target=""_blank"">Rupiah (IDR USD) Looks Set to Weaken Before Indonesia Elections</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 00:32:16 GMT"
658019ec112383a507ac9096,"""when:24h allinurl:bloomberg.com"" - Google News",Malaysia's Top Stock Is Poised For More Gains After 200% Rally - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE4L21hbGF5c2lhLXMtdG9wLXN0b2NrLXl0bC1wb3dlci1pcy1wb2lzZWQtZm9yLW1vcmUtZ2FpbnMtYWZ0ZXItMjAwLXJhbGx50gEA?oc=5"" target=""_blank"">Malaysia's Top Stock Is Poised For More Gains After 200% Rally</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 00:59:37 GMT"
658019ec112383a507ac9097,"""when:24h allinurl:bloomberg.com"" - Google News","FTX Files Plan to End Bankruptcy, Pay Crypto Creditors Billions - Bloomberg","<a href=""https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE4L2Z0eC1maWxlcy1wbGFuLXRvLWVuZC1iYW5rcnVwdGN5LXBheS1jcnlwdG8tY3JlZGl0b3JzLWJpbGxpb25z0gEA?oc=5"" target=""_blank"">FTX Files Plan to End Bankruptcy, Pay Crypto Creditors Billions</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 02:32:05 GMT"
658019ed112383a507ac9098,"""when:24h allinurl:bloomberg.com"" - Google News","Stock Market Today: Dow, S&P Live Updates for Dec 18 - Bloomberg","<a href=""https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE3L2FzaWFuLXN0b2Nrcy1zZXQtZm9yLXNvZnQtb3Blbi1hZnRlci1mZWQtcHVzaGJhY2stbWFya2V0cy13cmFw0gEA?oc=5"" target=""_blank"">Stock Market Today: Dow, S&amp;P Live Updates for Dec 18</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 22:09:50 GMT"
658019ed112383a507ac9099,"""when:24h allinurl:bloomberg.com"" - Google News",Zee Directors Lose Vote as Clock Ticks Down on Deal Deadline - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE3L3plZS1kaXJlY3RvcnMtbG9zZS12b3RlLWFzLWNsb2NrLXRpY2tzLWRvd24tb24tZGVhbC1kZWFkbGluZdIBAA?oc=5"" target=""_blank"">Zee Directors Lose Vote as Clock Ticks Down on Deal Deadline</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 00:18:09 GMT"
658019ed112383a507ac909a,"""when:24h allinurl:bloomberg.com"" - Google News",Blockchain-Based Private Credit Rebounds in Crypto With 55% Jump in 2023 - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE3L2Jsb2NrY2hhaW4tYmFzZWQtcHJpdmF0ZS1jcmVkaXQtcmVib3VuZHMtaW4tY3J5cHRvLXdpdGgtNTUtanVtcC1pbi0yMDIz0gEA?oc=5"" target=""_blank"">Blockchain-Based Private Credit Rebounds in Crypto With 55% Jump in 2023</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 21:00:00 GMT"
658019ed112383a507ac909b,"""when:24h allinurl:bloomberg.com"" - Google News","Bloomberg News Briefing: Federal Reserve, S&P 500 Earnings - Bloomberg","<a href=""https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE3L2Jsb29tYmVyZy1uZXdzLWJyaWVmaW5nLWZlZGVyYWwtcmVzZXJ2ZS1zLXAtNTAwLWVhcm5pbmdz0gEA?oc=5"" target=""_blank"">Bloomberg News Briefing: Federal Reserve, S&amp;P 500 Earnings</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 16:50:16 GMT"
658019ed112383a507ac909c,"""when:24h allinurl:bloomberg.com"" - Google News",Japan's MUFG to Buy Australia's Link in $744 Million Deal - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE3L2phcGFuLXMtbXVmai1iYW5rLXRvLWJ1eS1hdXN0cmFsaWEtcy1saW5rLWZvci03NDQtbWlsbGlvbtIBAA?oc=5"" target=""_blank"">Japan's MUFG to Buy Australia's Link in $744 Million Deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 23:48:45 GMT"
658019ed112383a507ac909d,"""when:24h allinurl:bloomberg.com"" - Google News",Hong Kong: $25 Billion in Commercial Property Loans Are Due in 2024 - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vb3Bpbmlvbi9hcnRpY2xlcy8yMDIzLTEyLTE3L2hvbmcta29uZy0yNS1iaWxsaW9uLWluLWNvbW1lcmNpYWwtcHJvcGVydHktbG9hbnMtYXJlLWR1ZS1pbi0yMDI00gEA?oc=5"" target=""_blank"">Hong Kong: $25 Billion in Commercial Property Loans Are Due in 2024</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 21:00:05 GMT"
658019ed112383a507ac909e,"""when:24h allinurl:bloomberg.com"" - Google News",A-Rod's Slam SPAC Is Said to Plan Merger With Lynk Global - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE4L2Etcm9kLXMtc2xhbS1zcGFjLWlzLXNhaWQtdG8tcGxhbi1tZXJnZXItd2l0aC1seW5rLWdsb2JhbNIBAA?oc=5"" target=""_blank"">A-Rod's Slam SPAC Is Said to Plan Merger With Lynk Global</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Mon, 18 Dec 2023 00:44:44 GMT"
658019ed112383a507ac909f,"""when:24h allinurl:bloomberg.com"" - Google News",Message to MAGA: The US Needs More Foreign Entanglements - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vb3Bpbmlvbi9mZWF0dXJlcy8yMDIzLTEyLTE3L21lc3NhZ2UtdG8tbWFnYS10aGUtdXMtbmVlZHMtbW9yZS1mb3JlaWduLWVudGFuZ2xlbWVudHPSAQA?oc=5"" target=""_blank"">Message to MAGA: The US Needs More Foreign Entanglements</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 13:00:11 GMT"
658019ed112383a507ac90a0,"""when:24h allinurl:bloomberg.com"" - Google News",Wall Street's Profit Outlooks Haven't Budged as World Changes - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE3L3dhbGwtc3RyZWV0LXMtcy1wLTUwMC1wcm9maXQtb3V0bG9va3MtaGF2ZW4tdC1idWRnZWQtYXMtd29ybGQtY2hhbmdlc9IBAA?oc=5"" target=""_blank"">Wall Street's Profit Outlooks Haven't Budged as World Changes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 14:00:00 GMT"
658019ed112383a507ac90a1,"""when:24h allinurl:bloomberg.com"" - Google News",White House Condemns Trump Remarks on Immigration as Un-American - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE3L3doaXRlLWhvdXNlLWNvbmRlbW5zLXRydW1wLXJlbWFya3Mtb24taW1taWdyYXRpb24tYXMtdW4tYW1lcmljYW7SAQA?oc=5"" target=""_blank"">White House Condemns Trump Remarks on Immigration as Un-American</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 18:59:15 GMT"
658019ed112383a507ac90a2,"""when:24h allinurl:bloomberg.com"" - Google News",Zee Entertainment Seeks Deadline Extension for Sony Merger Deal - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE3L3plZS1lbnRlcnRhaW5tZW50LXNlZWtzLWRlYWRsaW5lLWV4dGVuc2lvbi1mb3Itc29ueS1tZXJnZXItZGVhbNIBAA?oc=5"" target=""_blank"">Zee Entertainment Seeks Deadline Extension for Sony Merger Deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 14:13:06 GMT"
658019ed112383a507ac90a3,"""when:24h allinurl:bloomberg.com"" - Google News",Fed's Goolsbee Says Too Early to Declare Victory Over Inflation - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE3L2ZlZC1zLWdvb2xzYmVlLXNheXMtdG9vLWVhcmx5LXRvLWRlY2xhcmUtdmljdG9yeS1vdmVyLWluZmxhdGlvbtIBAA?oc=5"" target=""_blank"">Fed's Goolsbee Says Too Early to Declare Victory Over Inflation</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 16:35:10 GMT"
658019ed112383a507ac90a4,"""when:24h allinurl:bloomberg.com"" - Google News",Marathon Petroleum (MPC): Texas City Lifts Shelter in Place - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEyLTE3L21hcmF0aG9uLXBldHJvbGV1bS1tcGMtdGV4YXMtY2l0eS1vcmRlcnMtcmVzaWRlbnRzLXRvLXNoZWx0ZXItaW4tcGxhY2XSAQA?oc=5"" target=""_blank"">Marathon Petroleum (MPC): Texas City Lifts Shelter in Place</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 17:24:54 GMT"
658019ed112383a507ac90a5,"""when:24h allinurl:bloomberg.com"" - Google News",Fracking News: Shale Oil Surge Poses Threat to OPEC's Crude Prices - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy5ibG9vbWJlcmcuY29tL25ld3MvYXJ0aWNsZXMvMjAyMy0xMi0xNy9zaGFsZS1vaWwtcy11bmV4cGVjdGVkLXN1cmdlLXBvc2VzLXRocmVhdC10by1vcGVjLXMtYmlkLXRvLXByb3AtdXAtY3J1ZGUtcHJpY2Vz0gEA?oc=5"" target=""_blank"">Fracking News: Shale Oil Surge Poses Threat to OPEC's Crude Prices</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","Sun, 17 Dec 2023 13:00:00 GMT"
65801cf5112383a507ac90a6,MarketWatch.com - Real-time Headlines,Baker Hughes data show U.S. weekly active oil-rig count down by 2 to 501,,"Fri, 15 Dec 2023 18:08:00 GMT"
65801cf5112383a507ac90a7,MarketWatch.com - Real-time Headlines,Baker Hughes data show total U.S. weekly active drilling-rig count down 3 at 623,,"Fri, 15 Dec 2023 18:08:00 GMT"
65801cf5112383a507ac90a8,MarketWatch.com - Real-time Headlines,S&P flash U.S. manufacturing index drops to 48.2 in December from 49.4,,"Fri, 15 Dec 2023 14:47:00 GMT"
65801cf5112383a507ac90a9,MarketWatch.com - Real-time Headlines,S&P flash U.S. services index rises to 51.3 in December from 50.8,,"Fri, 15 Dec 2023 14:47:00 GMT"
65801cf5112383a507ac90aa,MarketWatch.com - Real-time Headlines,Ameren downgraded to sector weight from overweight at KeyBanc Capital Markets,,"Fri, 15 Dec 2023 14:40:00 GMT"
65801cf5112383a507ac90ab,MarketWatch.com - Real-time Headlines,Icon initiated with buy rating and $357 price target at Truist Securities,,"Fri, 15 Dec 2023 14:15:00 GMT"
65801cf5112383a507ac90ac,MarketWatch.com - Real-time Headlines,Microsoft price target increased to $450 from $420 at Mizuho Securities USA,,"Fri, 15 Dec 2023 14:13:00 GMT"
65801cf5112383a507ac90ad,MarketWatch.com - Real-time Headlines,Jabil price target raised to $140 from $135 at Stifel,,"Fri, 15 Dec 2023 14:12:00 GMT"
65801cf5112383a507ac90ae,MarketWatch.com - Real-time Headlines,Westrock Coffee price target upped by $1 to $12 at Stifel,,"Fri, 15 Dec 2023 14:12:00 GMT"
